user_id,apartment_id,viewed_at,is_wishlisted,call_to_action
2937,160404,13/05/2023,FALSE,Reported
8357,18778,28/04/2023,TRUE,Shortlisted
9437,51386,20/08/2023,FALSE,Contact Agent
7913,153655,10/10/2023,FALSE,Contact Agent
6181,162924,06/09/2023,FALSE,Contact Agent
1882,131924,16/11/2020,FALSE,Reported
7289,135729,17/10/2024,FALSE,Reported
7295,190963,16/08/2024,TRUE,Shortlisted
6999,127445,08/09/2023,TRUE,Contact Agent
5161,59717,20/05/2023,TRUE,Contact Agent
6642,120274,11/11/2022,TRUE,Shortlisted
1958,194943,22/08/2021,FALSE,Contact Agent
6185,175953,05/10/2021,TRUE,Shortlisted
2658,156850,12/05/2020,FALSE,Contact Agent
7800,42104,12/08/2022,TRUE,Contact Agent
5061,4999,24/12/2023,TRUE,Contact Agent
2992,122613,10/10/2023,TRUE,Contact Agent
4415,58115,24/12/2020,TRUE,Shortlisted
4329,115692,22/01/2023,TRUE,Contact Agent
4472,130022,14/03/2023,FALSE,Reported
7946,166115,24/03/2025,TRUE,Contact Agent
7622,23002,30/06/2024,FALSE,Contact Agent
836,104078,02/01/2023,TRUE,Shortlisted
3865,8958,25/04/2024,TRUE,Contact Agent
1205,118167,21/09/2022,FALSE,Contact Agent
379,42475,08/10/2022,FALSE,Contact Agent
9277,155453,22/09/2020,FALSE,Contact Agent
5293,140997,08/11/2024,FALSE,Contact Agent
9177,34267,23/04/2024,FALSE,Contact Agent
7361,23123,18/04/2020,TRUE,Contact Agent
6273,96308,25/10/2020,TRUE,Contact Agent
9186,35889,09/01/2020,FALSE,Shortlisted
8383,162808,21/09/2021,FALSE,Shortlisted
4713,167680,31/05/2023,FALSE,Shortlisted
8438,173782,12/01/2021,TRUE,Reported
3302,107573,23/06/2021,FALSE,Contact Agent
3324,151673,16/10/2024,TRUE,Shortlisted
4942,87726,30/06/2021,FALSE,Contact Agent
8223,145859,03/12/2024,TRUE,Contact Agent
2214,142230,17/02/2022,TRUE,Reported
793,92501,02/05/2021,TRUE,Contact Agent
2219,68688,01/08/2023,FALSE,Contact Agent
1389,51256,18/04/2021,TRUE,Contact Agent
9488,168329,28/06/2020,TRUE,Contact Agent
1886,66764,04/08/2023,TRUE,Contact Agent
3965,9887,18/06/2021,TRUE,Contact Agent
338,109359,03/02/2024,FALSE,Contact Agent
3966,38055,12/02/2020,TRUE,Shortlisted
5431,117391,11/01/2020,FALSE,Contact Agent
1356,196614,20/03/2023,TRUE,Shortlisted
5068,60020,30/10/2022,TRUE,Shortlisted
3010,67678,10/11/2020,FALSE,Contact Agent
525,40545,28/09/2022,FALSE,Shortlisted
1713,199689,11/10/2022,TRUE,Contact Agent
7071,145294,28/03/2024,FALSE,Contact Agent
2180,130221,27/01/2025,FALSE,Reported
935,164895,18/06/2020,TRUE,Reported
5530,180384,21/01/2021,TRUE,Shortlisted
5542,53486,30/07/2021,FALSE,Reported
3918,169072,07/02/2021,FALSE,Reported
770,58430,25/08/2021,FALSE,Contact Agent
6970,144355,11/08/2024,FALSE,Shortlisted
7087,131442,03/01/2021,TRUE,Contact Agent
7809,168083,28/01/2020,TRUE,Contact Agent
3098,89733,22/12/2021,FALSE,Shortlisted
6150,141766,08/09/2022,FALSE,Contact Agent
7726,21056,04/09/2021,TRUE,Contact Agent
5519,102623,03/08/2020,FALSE,Shortlisted
9199,15263,29/05/2020,FALSE,Shortlisted
4069,98571,01/03/2020,TRUE,Shortlisted
4441,194400,19/06/2020,TRUE,Contact Agent
6417,6477,01/02/2022,FALSE,Contact Agent
842,155626,17/05/2020,FALSE,Contact Agent
6049,52409,03/12/2022,TRUE,Shortlisted
5062,58501,12/06/2024,FALSE,Reported
1357,33484,01/11/2024,TRUE,Reported
1331,45408,17/06/2020,TRUE,Contact Agent
4032,149111,05/04/2022,TRUE,Reported
4517,130178,06/06/2020,FALSE,Contact Agent
8859,40869,18/10/2021,FALSE,Contact Agent
219,152787,05/09/2023,TRUE,Reported
6738,53583,19/07/2020,FALSE,Shortlisted
7035,153818,28/04/2020,TRUE,Shortlisted
5445,40019,07/02/2023,TRUE,Shortlisted
1929,7022,07/04/2022,FALSE,Contact Agent
1298,98297,30/01/2023,FALSE,Contact Agent
7044,16328,25/04/2020,FALSE,Shortlisted
5930,154837,14/02/2023,FALSE,Reported
416,85519,16/11/2021,TRUE,Contact Agent
3673,125035,27/08/2024,FALSE,Shortlisted
2008,182035,24/09/2021,TRUE,Contact Agent
7531,83229,31/07/2020,FALSE,Reported
3892,20183,08/09/2022,FALSE,Contact Agent
1398,19212,16/05/2023,FALSE,Reported
1596,160582,21/11/2022,FALSE,Contact Agent
1082,40550,14/01/2023,TRUE,Contact Agent
6593,91044,14/09/2023,FALSE,Contact Agent
8521,192472,20/03/2020,FALSE,Contact Agent
1867,118459,08/11/2020,TRUE,Contact Agent
1706,36994,22/07/2021,TRUE,Shortlisted
4854,89581,07/01/2023,TRUE,Contact Agent
1714,83522,09/02/2022,TRUE,Contact Agent
9001,138980,23/02/2021,FALSE,Contact Agent
8921,157619,12/09/2021,FALSE,Reported
473,133356,18/04/2022,FALSE,Reported
8379,194283,17/07/2023,TRUE,Contact Agent
1929,121798,10/12/2023,TRUE,Contact Agent
5685,81430,27/09/2022,FALSE,Contact Agent
6186,5532,02/12/2021,TRUE,Shortlisted
3028,38276,21/08/2023,FALSE,Contact Agent
8800,161598,08/06/2020,TRUE,Shortlisted
9308,173705,23/05/2020,TRUE,Shortlisted
2085,15434,30/07/2022,FALSE,Contact Agent
9698,106872,14/11/2021,FALSE,Contact Agent
8873,119614,04/07/2022,TRUE,Reported
8657,36177,25/07/2020,FALSE,Contact Agent
8680,108720,08/01/2020,TRUE,Reported
2221,112187,20/06/2022,FALSE,Contact Agent
4827,10301,01/06/2020,FALSE,Contact Agent
3559,82353,03/09/2024,TRUE,Shortlisted
1309,35408,01/05/2024,FALSE,Contact Agent
4859,75021,15/04/2023,FALSE,Contact Agent
9598,136744,02/06/2021,FALSE,Shortlisted
6775,192455,14/10/2022,TRUE,Reported
2153,176387,20/04/2023,FALSE,Reported
2760,38951,06/07/2020,TRUE,Reported
1188,152284,21/08/2023,FALSE,Contact Agent
961,152070,15/07/2022,TRUE,Contact Agent
589,186993,26/10/2022,FALSE,Contact Agent
9645,154096,22/12/2022,TRUE,Contact Agent
5031,43128,15/03/2022,FALSE,Reported
1371,11249,09/06/2023,FALSE,Reported
7448,172976,17/07/2023,TRUE,Contact Agent
8773,91979,16/02/2023,TRUE,Reported
9392,188509,19/12/2020,TRUE,Reported
2800,27571,10/01/2023,TRUE,Contact Agent
8502,43050,14/10/2020,FALSE,Shortlisted
4340,30399,11/08/2024,TRUE,Shortlisted
8732,179092,26/08/2022,TRUE,Shortlisted
3317,14087,02/04/2020,FALSE,Reported
8131,65960,07/01/2025,FALSE,Shortlisted
4610,123875,27/04/2022,FALSE,Contact Agent
9051,29868,16/09/2023,TRUE,Contact Agent
8977,110031,03/12/2021,FALSE,Shortlisted
7525,113642,03/07/2020,TRUE,Contact Agent
6607,26220,21/11/2023,FALSE,Shortlisted
3544,90150,09/02/2022,FALSE,Shortlisted
7181,138375,19/07/2020,TRUE,Reported
3985,73742,31/10/2022,FALSE,Shortlisted
680,122409,06/09/2023,FALSE,Shortlisted
6166,70361,08/09/2024,FALSE,Contact Agent
3672,8548,03/12/2021,FALSE,Shortlisted
3996,120662,18/11/2024,TRUE,Contact Agent
7732,99841,27/02/2022,FALSE,Contact Agent
2103,160926,09/01/2022,FALSE,Shortlisted
6697,179081,18/08/2020,TRUE,Reported
8704,131241,10/02/2022,FALSE,Contact Agent
1934,180547,28/07/2022,FALSE,Contact Agent
5201,41246,15/07/2024,TRUE,Shortlisted
8846,89654,15/02/2022,TRUE,Reported
2594,47722,05/03/2025,TRUE,Contact Agent
2111,55344,15/12/2023,TRUE,Reported
1898,26911,04/02/2022,FALSE,Contact Agent
6072,91804,21/12/2022,FALSE,Reported
566,194324,06/05/2022,TRUE,Contact Agent
5589,41881,16/09/2021,FALSE,Reported
7208,174828,27/01/2022,TRUE,Reported
7534,193305,26/10/2020,FALSE,Contact Agent
1344,89824,19/06/2023,FALSE,Contact Agent
2789,123660,24/03/2024,FALSE,Contact Agent
4062,74633,20/07/2023,FALSE,Contact Agent
1822,34621,12/02/2022,FALSE,Shortlisted
4878,16578,17/02/2023,FALSE,Contact Agent
5031,93917,27/11/2022,FALSE,Contact Agent
4323,72523,25/03/2021,FALSE,Contact Agent
6674,103099,16/06/2020,TRUE,Contact Agent
4048,160196,11/09/2020,FALSE,Contact Agent
1658,86818,05/06/2020,TRUE,Contact Agent
3334,41068,04/07/2024,FALSE,Contact Agent
2953,126323,16/10/2024,TRUE,Reported
3596,162081,26/07/2021,FALSE,Contact Agent
1690,186322,14/05/2024,TRUE,Shortlisted
2193,24784,02/07/2024,FALSE,Shortlisted
6487,97940,14/06/2024,TRUE,Contact Agent
5265,54899,02/01/2023,FALSE,Reported
3522,72410,19/04/2023,FALSE,Contact Agent
626,32273,29/07/2024,FALSE,Contact Agent
8751,186027,29/12/2021,FALSE,Reported
9809,39842,14/04/2023,TRUE,Reported
6711,39939,25/07/2023,TRUE,Reported
8987,10385,10/09/2020,TRUE,Contact Agent
5247,182009,19/03/2025,TRUE,Contact Agent
1680,66202,18/02/2022,FALSE,Contact Agent
4911,158820,15/11/2023,FALSE,Contact Agent
7623,194234,21/07/2020,TRUE,Contact Agent
422,94087,08/07/2020,TRUE,Contact Agent
957,16313,05/02/2020,TRUE,Reported
6305,178946,05/04/2021,TRUE,Shortlisted
6376,188944,27/07/2024,FALSE,Contact Agent
9365,52091,01/03/2022,FALSE,Reported
3015,71537,01/08/2020,FALSE,Shortlisted
6247,81275,03/12/2024,TRUE,Contact Agent
7156,112848,09/10/2023,FALSE,Shortlisted
945,179211,22/05/2022,FALSE,Reported
7683,73033,14/04/2020,TRUE,Contact Agent
4804,26606,04/11/2021,FALSE,Reported
4434,108190,16/11/2023,TRUE,Reported
7511,55021,22/05/2021,TRUE,Contact Agent
305,168997,20/08/2021,FALSE,Contact Agent
3542,183511,12/06/2023,TRUE,Reported
3099,65112,24/05/2024,TRUE,Contact Agent
3169,89596,12/02/2025,FALSE,Contact Agent
777,14651,16/12/2023,TRUE,Contact Agent
8637,135959,15/04/2023,FALSE,Contact Agent
1646,8626,12/12/2020,TRUE,Contact Agent
5508,185683,18/08/2022,FALSE,Shortlisted
5524,131113,06/03/2025,FALSE,Contact Agent
9658,101523,09/01/2024,FALSE,Shortlisted
8036,162457,05/10/2024,FALSE,Reported
4301,60112,15/08/2022,FALSE,Contact Agent
9332,21502,29/04/2020,TRUE,Reported
457,133423,09/04/2024,TRUE,Contact Agent
4725,41495,21/07/2020,TRUE,Contact Agent
456,15892,30/12/2023,TRUE,Contact Agent
2527,111191,07/10/2020,TRUE,Reported
1806,21575,03/01/2025,TRUE,Shortlisted
3998,56532,19/07/2021,FALSE,Reported
7042,148712,13/04/2020,FALSE,Reported
2048,31420,26/04/2023,FALSE,Contact Agent
7375,30021,06/09/2020,FALSE,Contact Agent
3808,22214,18/01/2024,TRUE,Shortlisted
6457,120014,12/11/2023,TRUE,Shortlisted
8699,102769,22/09/2022,TRUE,Contact Agent
7902,165611,11/11/2024,TRUE,Contact Agent
9949,178979,27/07/2021,FALSE,Shortlisted
8423,25509,30/06/2022,FALSE,Shortlisted
4552,182138,22/12/2024,FALSE,Contact Agent
9936,155244,13/12/2020,TRUE,Reported
3482,52733,20/10/2022,TRUE,Contact Agent
9039,73783,16/11/2021,TRUE,Shortlisted
6484,128605,12/12/2020,TRUE,Contact Agent
5154,7630,05/03/2023,FALSE,Contact Agent
3791,91418,30/09/2021,FALSE,Contact Agent
6898,43616,19/02/2023,FALSE,Contact Agent
8238,184128,27/06/2022,FALSE,Contact Agent
3102,117797,07/05/2024,TRUE,Reported
8293,166893,01/08/2022,TRUE,Contact Agent
4762,63934,28/07/2021,FALSE,Reported
6742,161767,16/06/2024,FALSE,Contact Agent
6072,51504,31/07/2022,TRUE,Shortlisted
9400,167279,14/06/2020,FALSE,Reported
9575,28865,23/02/2020,TRUE,Reported
5918,123582,02/05/2021,FALSE,Reported
7227,185814,27/03/2024,TRUE,Shortlisted
2776,39006,24/09/2024,FALSE,Reported
872,129791,12/04/2020,FALSE,Reported
5985,191874,19/06/2024,TRUE,Reported
7515,155590,27/01/2023,TRUE,Reported
580,51447,05/02/2023,TRUE,Contact Agent
3698,25184,12/10/2024,TRUE,Contact Agent
2813,73480,28/09/2023,TRUE,Contact Agent
5446,79774,11/10/2024,TRUE,Contact Agent
7813,138248,01/05/2021,FALSE,Contact Agent
4453,8489,28/11/2020,TRUE,Shortlisted
4637,148759,15/04/2022,FALSE,Shortlisted
2149,162844,11/08/2024,FALSE,Contact Agent
1430,138697,27/10/2021,FALSE,Contact Agent
8214,46232,26/06/2023,TRUE,Contact Agent
4995,170723,24/07/2024,TRUE,Contact Agent
4468,131675,25/06/2022,TRUE,Reported
6773,23310,19/09/2022,FALSE,Contact Agent
9147,130658,16/04/2021,TRUE,Contact Agent
2199,56838,29/10/2021,FALSE,Reported
1961,190521,27/04/2023,FALSE,Shortlisted
5885,197645,05/12/2022,TRUE,Contact Agent
707,119182,23/07/2023,TRUE,Shortlisted
3074,29771,23/06/2023,TRUE,Contact Agent
9900,119491,16/01/2023,TRUE,Shortlisted
6735,157532,20/01/2025,FALSE,Reported
5860,193488,05/10/2021,TRUE,Contact Agent
2766,2767,22/01/2020,TRUE,Contact Agent
9096,38497,20/06/2023,FALSE,Contact Agent
8270,182844,18/07/2022,FALSE,Contact Agent
5720,135048,13/09/2020,FALSE,Contact Agent
6151,35137,31/07/2023,FALSE,Reported
8356,197085,02/05/2023,FALSE,Contact Agent
3628,67151,13/02/2024,TRUE,Reported
7054,172666,07/02/2021,FALSE,Reported
9461,169360,17/05/2022,FALSE,Reported
3617,123734,13/10/2022,TRUE,Shortlisted
4061,146470,20/01/2023,TRUE,Reported
4695,14215,21/02/2021,TRUE,Contact Agent
2904,68281,03/05/2023,TRUE,Contact Agent
799,145002,06/09/2020,TRUE,Contact Agent
2760,88959,15/03/2022,FALSE,Contact Agent
1505,3781,01/04/2024,TRUE,Reported
2536,31911,11/10/2022,TRUE,Contact Agent
339,121586,13/06/2021,FALSE,Contact Agent
7322,183766,28/01/2021,TRUE,Shortlisted
8519,165309,12/03/2024,TRUE,Shortlisted
635,141746,18/09/2020,FALSE,Reported
8748,124125,10/11/2020,FALSE,Contact Agent
1345,62492,09/05/2022,TRUE,Reported
9117,59322,20/05/2022,FALSE,Contact Agent
797,16992,19/04/2023,TRUE,Shortlisted
9677,72702,16/04/2020,TRUE,Reported
4560,111231,24/08/2023,FALSE,Reported
9061,3373,28/10/2024,FALSE,Reported
7909,64070,20/09/2024,TRUE,Contact Agent
6148,182331,04/03/2025,FALSE,Contact Agent
3242,87665,29/03/2021,FALSE,Reported
865,22280,19/09/2020,TRUE,Contact Agent
4411,71830,22/04/2020,TRUE,Reported
2318,34476,11/02/2021,TRUE,Contact Agent
7536,13893,09/08/2022,TRUE,Contact Agent
8370,58436,24/09/2022,TRUE,Reported
6347,125987,12/03/2020,FALSE,Shortlisted
7080,153070,05/02/2020,FALSE,Shortlisted
5883,131981,02/03/2023,FALSE,Contact Agent
8516,143690,17/08/2023,TRUE,Contact Agent
1589,124873,15/09/2020,FALSE,Reported
5335,27831,01/01/2020,TRUE,Shortlisted
1484,17408,01/10/2021,FALSE,Shortlisted
5002,22401,22/02/2023,FALSE,Contact Agent
4475,39443,28/09/2023,TRUE,Shortlisted
7101,93380,01/08/2020,TRUE,Shortlisted
681,158724,07/11/2024,FALSE,Shortlisted
6390,134184,21/05/2023,FALSE,Shortlisted
3418,9175,15/03/2024,FALSE,Contact Agent
4924,78713,16/04/2024,TRUE,Shortlisted
7203,175580,12/01/2021,TRUE,Contact Agent
1233,101059,26/09/2021,FALSE,Reported
2343,72538,29/03/2023,FALSE,Contact Agent
7039,59020,12/06/2021,TRUE,Contact Agent
5645,190745,11/11/2024,FALSE,Contact Agent
5570,185015,02/09/2024,TRUE,Contact Agent
1899,65551,26/12/2024,FALSE,Contact Agent
4050,98149,22/07/2020,FALSE,Reported
4062,55444,25/04/2021,FALSE,Contact Agent
7878,21805,04/04/2021,TRUE,Reported
3410,134458,11/03/2025,TRUE,Reported
5118,156291,22/06/2023,TRUE,Contact Agent
7186,87939,05/12/2021,TRUE,Shortlisted
9695,185184,17/01/2025,FALSE,Shortlisted
7044,90556,09/06/2021,TRUE,Shortlisted
207,174204,05/04/2022,FALSE,Shortlisted
4903,181147,12/02/2022,TRUE,Contact Agent
7957,52450,12/04/2021,FALSE,Reported
276,58013,11/06/2023,FALSE,Shortlisted
4640,198519,02/08/2022,FALSE,Contact Agent
1494,151954,21/01/2021,FALSE,Shortlisted
2142,46639,31/01/2020,TRUE,Reported
1669,10706,11/08/2024,FALSE,Contact Agent
7166,95274,28/01/2025,TRUE,Contact Agent
2796,98938,31/08/2024,TRUE,Contact Agent
270,51577,11/10/2022,TRUE,Contact Agent
3983,55224,24/05/2021,TRUE,Contact Agent
9792,30863,26/08/2020,FALSE,Reported
5021,77495,11/06/2020,FALSE,Reported
8935,131410,17/10/2021,TRUE,Contact Agent
4616,150980,06/08/2022,TRUE,Contact Agent
5454,10560,19/06/2023,FALSE,Shortlisted
778,93690,05/10/2020,TRUE,Shortlisted
9681,8011,28/08/2022,TRUE,Reported
3583,42220,25/08/2024,TRUE,Contact Agent
5747,85142,27/05/2022,TRUE,Reported
916,126613,13/03/2022,TRUE,Shortlisted
6438,162052,28/11/2024,TRUE,Contact Agent
468,10771,26/08/2022,TRUE,Contact Agent
5569,139022,06/11/2022,TRUE,Reported
4252,66665,05/03/2021,FALSE,Contact Agent
2137,31995,13/01/2024,TRUE,Contact Agent
6114,85731,23/03/2020,FALSE,Reported
4993,64066,07/03/2023,FALSE,Shortlisted
3293,195151,09/05/2024,FALSE,Contact Agent
553,93437,19/05/2023,FALSE,Contact Agent
2459,197788,20/06/2020,TRUE,Contact Agent
5464,116461,04/10/2021,FALSE,Contact Agent
1896,58117,25/03/2024,TRUE,Contact Agent
3229,111860,07/01/2022,TRUE,Contact Agent
7399,27002,25/02/2021,TRUE,Contact Agent
1335,107846,16/10/2024,TRUE,Contact Agent
8686,57968,09/01/2020,TRUE,Contact Agent
3413,70969,02/10/2024,TRUE,Contact Agent
4486,116336,10/07/2022,TRUE,Contact Agent
4341,176207,10/11/2022,TRUE,Shortlisted
3697,38027,26/10/2021,TRUE,Reported
703,3015,17/06/2024,TRUE,Reported
8661,28588,03/12/2020,TRUE,Shortlisted
8659,51331,10/11/2020,FALSE,Contact Agent
6470,108992,06/03/2022,FALSE,Reported
7966,8468,08/04/2020,TRUE,Contact Agent
25,156863,03/10/2021,FALSE,Reported
2077,197031,11/01/2024,FALSE,Contact Agent
5388,185286,22/07/2021,FALSE,Reported
4490,42882,13/03/2023,TRUE,Contact Agent
4242,127509,12/05/2023,FALSE,Contact Agent
6286,154448,23/12/2023,FALSE,Contact Agent
9612,192355,10/03/2020,TRUE,Shortlisted
6412,61966,19/10/2024,TRUE,Reported
77,129725,03/03/2024,FALSE,Reported
6136,152157,11/05/2020,TRUE,Shortlisted
6796,27045,16/12/2022,FALSE,Reported
7980,189728,30/07/2021,FALSE,Shortlisted
5108,77863,09/01/2021,TRUE,Reported
7335,192585,27/02/2023,FALSE,Contact Agent
1346,99703,03/05/2021,FALSE,Shortlisted
4928,5234,23/05/2023,TRUE,Shortlisted
1430,37401,20/06/2021,FALSE,Contact Agent
8416,19555,02/10/2023,FALSE,Reported
2078,66572,10/11/2022,TRUE,Contact Agent
633,72799,22/03/2020,FALSE,Shortlisted
1077,199196,02/01/2021,FALSE,Contact Agent
3884,98858,17/01/2022,FALSE,Shortlisted
7250,60661,02/10/2020,FALSE,Shortlisted
9564,76239,10/03/2024,TRUE,Contact Agent
55,3455,08/05/2021,FALSE,Contact Agent
7374,67745,08/06/2022,TRUE,Contact Agent
6841,90737,14/07/2021,TRUE,Shortlisted
9304,147867,05/07/2020,FALSE,Contact Agent
2479,155208,16/07/2021,TRUE,Reported
8972,27311,01/04/2024,TRUE,Reported
1684,108963,10/08/2022,TRUE,Shortlisted
5718,55547,03/02/2022,FALSE,Contact Agent
4794,111900,10/06/2020,TRUE,Contact Agent
2767,86250,28/11/2022,FALSE,Contact Agent
9728,111363,04/10/2020,TRUE,Reported
3261,142268,01/04/2024,TRUE,Shortlisted
6040,15349,20/02/2025,FALSE,Shortlisted
625,177230,06/08/2023,TRUE,Reported
1325,177454,25/01/2023,TRUE,Contact Agent
1981,36417,20/02/2023,FALSE,Reported
8756,188414,22/03/2022,TRUE,Shortlisted
6269,69888,29/04/2020,FALSE,Contact Agent
6969,163094,02/05/2023,FALSE,Contact Agent
5209,4535,29/01/2021,TRUE,Contact Agent
4602,31790,31/03/2022,FALSE,Contact Agent
4738,195207,07/05/2020,FALSE,Shortlisted
9449,29564,18/07/2021,FALSE,Contact Agent
9333,6492,17/10/2022,FALSE,Reported
7457,120384,17/08/2021,FALSE,Contact Agent
7976,154231,04/11/2020,TRUE,Contact Agent
6500,18610,31/05/2024,TRUE,Reported
9170,37587,12/01/2020,FALSE,Contact Agent
9715,186797,11/08/2020,FALSE,Reported
2862,111714,30/06/2020,FALSE,Reported
6323,8668,27/01/2023,FALSE,Reported
1600,16196,22/09/2023,TRUE,Reported
175,174247,29/11/2023,FALSE,Shortlisted
6418,12738,21/05/2020,FALSE,Reported
7749,94558,23/02/2025,FALSE,Reported
9911,83380,20/01/2020,FALSE,Contact Agent
7937,83360,12/06/2022,FALSE,Shortlisted
4054,137015,25/09/2024,TRUE,Contact Agent
1238,165120,22/05/2021,TRUE,Contact Agent
95,181565,09/06/2024,TRUE,Contact Agent
1864,4966,14/01/2021,TRUE,Reported
3201,69398,17/07/2022,FALSE,Reported
1637,96884,30/01/2021,TRUE,Shortlisted
6659,153421,07/02/2022,FALSE,Contact Agent
6090,105241,20/11/2022,FALSE,Contact Agent
4908,87906,24/06/2020,FALSE,Contact Agent
8329,1482,20/11/2024,FALSE,Shortlisted
3463,19643,12/02/2022,TRUE,Shortlisted
7590,164598,19/09/2020,FALSE,Contact Agent
1731,194934,19/09/2020,TRUE,Reported
3543,72845,14/10/2021,FALSE,Shortlisted
7969,140094,26/04/2023,FALSE,Reported
164,65367,06/11/2021,FALSE,Reported
6073,151022,04/01/2022,TRUE,Contact Agent
1325,42715,22/11/2020,TRUE,Reported
7142,108629,10/01/2020,FALSE,Shortlisted
9484,60399,05/03/2022,TRUE,Shortlisted
9248,138267,23/02/2023,FALSE,Contact Agent
3453,42095,18/12/2022,FALSE,Contact Agent
4534,120045,29/07/2022,FALSE,Contact Agent
5167,118488,19/05/2020,FALSE,Reported
5452,128575,03/02/2020,FALSE,Contact Agent
2608,155917,14/12/2024,TRUE,Shortlisted
912,19484,27/10/2023,FALSE,Reported
5295,126157,19/02/2020,TRUE,Contact Agent
3362,199671,10/09/2024,TRUE,Contact Agent
855,199039,20/09/2024,TRUE,Contact Agent
7236,13027,23/01/2023,TRUE,Shortlisted
2047,183495,16/03/2022,FALSE,Reported
2089,159303,26/01/2025,FALSE,Contact Agent
4570,124797,14/08/2024,FALSE,Reported
8943,113177,20/06/2024,FALSE,Contact Agent
1013,155469,30/11/2023,TRUE,Reported
3403,167353,08/04/2020,TRUE,Contact Agent
6096,78009,20/01/2023,TRUE,Contact Agent
3976,64866,18/09/2023,TRUE,Reported
3319,116322,04/03/2025,FALSE,Reported
8729,132242,21/11/2021,TRUE,Shortlisted
9154,90593,26/04/2023,FALSE,Contact Agent
2418,14510,14/05/2024,FALSE,Reported
2521,113585,01/12/2020,TRUE,Reported
5185,3674,13/01/2020,FALSE,Contact Agent
8759,49472,24/10/2020,TRUE,Contact Agent
9913,79701,26/08/2024,TRUE,Contact Agent
2619,193756,03/08/2022,TRUE,Contact Agent
9890,30357,09/06/2023,FALSE,Contact Agent
4887,108857,11/11/2024,FALSE,Reported
958,43917,22/07/2021,FALSE,Contact Agent
1759,177536,04/11/2024,TRUE,Contact Agent
2761,28149,28/08/2024,FALSE,Contact Agent
3887,184263,09/01/2023,FALSE,Contact Agent
2819,80903,22/01/2024,FALSE,Contact Agent
7596,130489,05/05/2024,TRUE,Shortlisted
257,151635,31/01/2023,TRUE,Contact Agent
2845,147585,23/01/2023,FALSE,Contact Agent
383,123958,10/08/2022,TRUE,Contact Agent
3314,196957,15/02/2021,FALSE,Contact Agent
3086,6157,21/05/2024,TRUE,Shortlisted
1248,130155,02/01/2023,TRUE,Shortlisted
8573,33536,15/10/2024,FALSE,Reported
585,162946,19/04/2023,FALSE,Contact Agent
70,178124,09/05/2021,TRUE,Contact Agent
5154,149657,09/10/2024,FALSE,Reported
3822,74641,30/01/2022,TRUE,Contact Agent
